File Creation Date: 2021/03/02 10:15:25
G8 id0001
IP: 192.168.1.30
Subnet: 255.255.255.0
Gateway: 192.168.1.234
SD path: a:/data/mux/DT0002.csv
;Loc.;Vmux;Tmux;Ch1;Pt100 (R<250Ohm);Disabled;Ch2;Pt100 (R<250Ohm);Disabled;Ch3;VW f<1600Hz;NTC (R>250Ohm);Ch4;VW f<1600Hz;NTC (R>250Ohm);Ch5;VW f<1600Hz;NTC (R>250Ohm);Ch6;VW f<1600Hz;NTC (R>250Ohm);Ch7;Pt100 (R<250Ohm);Disabled;Ch8;Pt100 (R<250Ohm);Disabled;Ch9;Pt100 (R<250Ohm);Disabled;Ch10;VW f<1600Hz;NTC (R>250Ohm);Ch11;VW f<1600Hz;NTC (R>250Ohm);Ch12;VW f<1600Hz;NTC (R>250Ohm);Ch13;VW f<1600Hz;NTC (R>250Ohm);Ch14;Disabled;Disabled;Ch15;Disabled;Disabled;Ch16;Disabled;Disabled
2021/03/02 10:15:25;|;9.6;21.1;|;109.08;Dis.;|;109.06;Dis.;|;1245.7;3034.8;|;1234.0;3038.2;|;1248.8;3239.8;|;1247.6;3207.1;|;109.01;Dis.;|;108.98;Dis.;|;108.97;Dis.;|;1227.0;3222.9;|;1229.9;3202.8;|;1224.3;2927.4;|;1233.2;2974.7;|;Dis.;Dis.;|;Dis.;Dis.;|;Dis.;Dis.
File Creation Date: 2021/03/02 11:15:26
G8 id0001
IP: 192.168.1.30
Subnet: 255.255.255.0
Gateway: 192.168.1.234
SD path: a:/data/mux/DT0002.csv
;Loc.;Vmux;Tmux;Ch1;Pt100 (R<250Ohm);Disabled;Ch2;Pt100 (R<250Ohm);Disabled;Ch3;VW f<1600Hz;NTC (R>250Ohm);Ch4;VW f<1600Hz;NTC (R>250Ohm);Ch5;VW f<1600Hz;NTC (R>250Ohm);Ch6;VW f<1600Hz;NTC (R>250Ohm);Ch7;Pt100 (R<250Ohm);Disabled;Ch8;Pt100 (R<250Ohm);Disabled;Ch9;Pt100 (R<250Ohm);Disabled;Ch10;VW f<1600Hz;NTC (R>250Ohm);Ch11;VW f<1600Hz;NTC (R>250Ohm);Ch12;VW f<1600Hz;NTC (R>250Ohm);Ch13;VW f<1600Hz;NTC (R>250Ohm);Ch14;Disabled;Disabled;Ch15;Disabled;Disabled;Ch16;Disabled;Disabled
2021/03/02 11:15:26;|;9.6;21.1;|;109.08;Dis.;|;109.06;Dis.;|;1245.7;3034.6;|;1234.0;3038.1;|;1248.8;3239.8;|;1247.6;3207.2;|;109.01;Dis.;|;108.98;Dis.;|;108.97;Dis.;|;1227.0;3222.5;|;1229.9;3202.7;|;1224.3;2927.2;|;1233.2;2974.7;|;Dis.;Dis.;|;Dis.;Dis.;|;Dis.;Dis.
